chunk,ticks,wall_s,reward_mean,loss_mean,grad_norm_mean,grad_norm_max,update_norm,episodes,t0_success,available_cells,allocated_gib,peak_allocated_gib,finite
82,64487424,109.316,0.0140768,3.76031,386.512,1237.13,1.8878,10804,0,31,8.66226,10.2908,1
83,65273856,110.616,0.0134171,0.137051,45.7535,194.287,2.09715,10942,0,31,8.66226,10.2908,1
84,66060288,111.909,0.0137476,-0.03848,5.06121,12.4861,4.1239,11081,0,31,8.66226,10.2908,1
85,66846720,113.208,0.0133612,-0.0674722,4.35971,9.38758,2.3889,11225,0,31,8.66226,10.2908,1
86,67633152,114.512,0.0130068,-0.0749202,3.39195,8.1254,1.89022,11368,0,31,8.66226,10.2908,1
87,68419584,115.815,0.012996,-0.0777708,3.53039,8.57232,1.64566,11504,0,31,8.66226,10.2908,1
88,69206016,117.118,0.0131671,-0.0792472,5.15749,14.1426,1.21219,11627,0,31,8.66226,10.2908,1
89,69992448,118.423,0.0147721,-0.0798124,3.07079,8.02969,1.36587,11765,0,31,8.66226,10.2908,1
90,70778880,119.756,0.0135656,-0.0806899,2.93355,9.37279,1.69842,11893,0,31,8.66226,10.2908,1
91,71565312,121.06,0.0149553,-0.0806801,2.57204,5.24617,1.64916,12027,0,31,8.66226,10.2908,1
92,72351744,122.365,0.0138886,-0.080219,4.65438,9.78055,1.00195,12150,0,31,8.66226,10.2908,1
93,73138176,123.663,0.0150812,-0.0806517,4.0504,13.4563,1.2335,12287,0,31,8.66226,10.2908,1
94,73924608,124.965,0.0146805,-0.0814436,2.45459,4.93587,1.55102,12392,0,31,8.66226,10.2908,1
95,74711040,126.265,0.0145292,-0.0816505,3.6533,8.08673,1.22787,12523,0,31,8.66226,10.2908,1
96,75497472,127.563,0.0141992,-0.0814875,3.21096,6.9517,1.28908,12652,0,31,8.66226,10.2908,1
97,76283904,128.866,0.0138538,-0.0817412,3.08411,8.83361,1.39162,12780,0,31,8.66226,10.2908,1
98,77070336,130.169,0.0144575,-0.0817408,2.20845,4.51769,1.6,12895,0,32,8.66226,10.2908,1
99,77856768,131.469,0.0143751,-0.0825738,2.1866,6.56224,1.63257,13040,0,32,8.66226,10.2908,1
100,78643200,132.767,0.014333,-0.0827128,2.06468,4.70735,1.68931,13170,0,32,8.66226,10.2908,1
101,79429632,134.066,0.0142119,-0.0823293,2.15699,4.02049,1.38281,13314,0,32,8.66226,10.2908,1
