chunk,ticks,wall_s,reward_mean,loss_mean,grad_norm_mean,grad_norm_max,update_norm,episodes,t0_success,available_cells,allocated_gib,peak_allocated_gib,finite
206,162004992,273.07,0.0197947,-0.041964,1.96046,4.01975,1.167,27013,0,32,8.66226,10.2908,1
207,162791424,274.383,0.0193651,-0.0379501,2.37671,5.96123,1.16478,27144,0,32,8.66226,10.2908,1
208,163577856,275.688,0.0197188,-0.0351445,3.26625,8.57678,0.755879,27267,0,32,8.66226,10.2908,1
209,164364288,276.995,0.0200928,-0.0425092,1.96325,4.43259,1.12385,27401,0,32,8.66226,10.2908,1
210,165150720,278.306,0.0201851,-0.0380294,2.30556,3.87431,0.985769,27531,0,32,8.66226,10.2908,1
211,165937152,279.612,0.0201514,-0.0352906,2.09964,4.25562,1.09367,27659,0,32,8.66226,10.2908,1
212,166723584,280.924,0.0204307,-0.0381598,2.54424,8.65072,0.917502,27810,0,32,8.66226,10.2908,1
213,167510016,282.239,0.0209226,-0.0386265,2.77234,8.36954,0.919431,27981,0,32,8.66226,10.2908,1
214,168296448,283.559,0.0204737,-0.0455784,1.9023,4.15902,1.145,28120,0,32,8.66226,10.2908,1
215,169082880,284.875,0.0208891,-0.0377225,2.01884,4.37863,1.18249,28262,0,32,8.66226,10.2908,1
216,169869312,286.187,0.0207017,-0.0356375,1.88494,3.94033,1.15302,28405,0,32,8.66226,10.2908,1
217,170655744,287.501,0.0215717,-0.0377138,1.63801,3.78786,1.24596,28571,0,32,8.66226,10.2908,1
218,171442176,288.819,0.021526,-0.0350153,1.81802,3.66373,1.19862,28709,0,32,8.66226,10.2908,1
219,172228608,290.14,0.0208685,-0.0394282,1.52772,2.90965,1.20045,28844,0,32,8.66226,10.2908,1
220,173015040,291.455,0.0208413,-0.0372904,1.68277,4.06652,1.13645,28991,0,32,8.66226,10.2908,1
221,173801472,292.776,0.0214755,-0.0340279,2.35906,4.50607,0.914159,29121,0,33,8.66226,10.2908,1
222,174587904,294.099,0.021261,-0.043218,2.32972,4.19441,0.884246,29269,0,33,8.66226,10.2908,1
223,175374336,295.418,0.0213037,-0.0294057,2.87879,8.77696,0.911375,29400,0,33,8.66226,10.2908,1
224,176160768,296.728,0.021277,-0.0311805,2.49008,8.27921,1.09481,29569,0,33,8.66226,10.2908,1
225,176947200,298.044,0.0213305,-0.0309009,2.52966,7.89588,1.00406,29705,0,33,8.66226,10.2908,1
226,177733632,299.362,0.0219878,-0.0360938,1.8304,4.93213,1.15518,29859,0,33,8.66226,10.2908,1
227,178520064,300.67,0.0214494,-0.0345823,1.42973,2.11284,1.2427,29995,0,33,8.66226,10.2908,1
228,179306496,301.985,0.0210712,-0.0370539,2.14228,4.07254,0.933145,30136,0,33,8.66226,10.2908,1
229,180092928,303.298,0.0212311,-0.0287122,2.93218,7.69427,0.92893,30270,0,33,8.66226,10.2908,1
230,180879360,304.603,0.0206274,-0.0350243,2.25259,5.2374,0.965049,30396,0,33,8.66226,10.2908,1
231,181665792,305.911,0.0214867,-0.0327347,1.86899,4.756,1.19289,30539,0,33,8.66226,10.2908,1
232,182452224,307.221,0.0214846,-0.0322824,2.85532,7.98852,0.911476,30654,0,33,8.66226,10.2908,1
233,183238656,308.527,0.0211353,-0.0351458,2.97798,9.60455,0.802275,30786,0,33,8.66226,10.2908,1
234,184025088,309.848,0.0212493,-0.0346643,1.40156,2.3694,1.31031,30909,0,33,8.66226,10.2908,1
235,184811520,311.155,0.0216955,-0.0259317,2.2283,4.27763,0.944827,31015,0,33,8.66226,10.2908,1
236,185597952,312.456,0.022334,-0.027812,2.74596,8.40656,0.875069,31142,0,33,8.66226,10.2908,1
237,186384384,313.769,0.0215059,-0.0360635,2.28934,3.73802,0.844112,31274,0,33,8.66226,10.2908,1
238,187170816,315.082,0.022219,-0.0277232,3.01698,7.59593,0.891106,31398,0,33,8.66226,10.2908,1
239,187957248,316.393,0.0225378,-0.0237124,2.35919,4.21508,0.862547,31505,0,33,8.66226,10.2908,1
240,188743680,317.7,0.0230376,-0.0165828,2.55863,8.46155,0.865334,31645,0,33,8.66226,10.2908,1
